"","V1","V2"
"1",3.4036780181329,0.479440792030009
"2",3.59356535327558,1.406138691421
"3",1.5428065904119,0.861332506424944
"4",1.44528805391315,0.763088978510829
"5",2.05449145320556,1.5373538559003
"6",2.81369164080624,-0.957687839814805
"7",3.09364097550457,2.20241712451967
"8",2.49201867040927,0.510945426159885
"9",2.83923059085722,-0.115257091702678
"10",3.21015420225627,0.285068023756478
"11",2.55051800916684,0.868612301487683
"12",4.15710020331764,1.71551651303773
"13",2.96626733399791,0.783248449725268
"14",3.75456462318972,1.0155444816937
"15",1.88456010693504,0.527276579878498
"16",2.1614973281022,1.65306425819899
"17",3.56252209990694,1.87372223036692
"18",4.21838522189668,2.73441688870165
"19",1.37595606560595,0.825000740380789
"20",0.349403429670061,0.0913592845105771
"21",3.55662991303877,2.72269722795818
"22",2.52067222447686,-0.00320002135580921
"23",1.56426291757689,0.952874295381642
"24",2.56868447486624,-0.785358985137708
"25",3.48597067344458,1.44802409047708
"26",4.19784170093012,2.02853976777969
"27",2.02488191338358,0.607593049040629
"28",2.8832406030911,0.571385710915722
"29",2.31326146930766,1.35340014969741
"30",3.56788172454074,0.86149953867997
"31",-1.54924160424493,-3.49384283501366
"32",-2.28683716410305,-2.78991993703784
"33",-1.12220466407711,-4.39290807865397
"34",-2.1095292311662,-4.87672511411209
"35",-1.45797266408874,-2.58840372961833
"36",-2.67710024078192,-5.39456274389155
"37",-2.86204691723566,-3.04431649812918
"38",-0.885953133959641,-3.40131589127929
"39",-3.06070938461527,-2.85491738580547
"40",-1.43088469502043,-4.39754284979552
"41",-1.14143043511174,-3.67312343312696
"42",-1.37426512334462,-4.24769946756483
"43",-2.77431876955106,-2.86335564418184
"44",-2.64543847767664,-5.55184805460122
"45",-1.35375311823871,-3.13388262387419
"46",-1.50927465469997,-4.72412819247633
"47",-2.09251634347963,-2.20888188740236
"48",-1.80834912025576,-2.44631329917001
"49",-0.60092868264255,-3.52899941320204
"50",-3.20065349756664,-5.55947819811423
"51",-1.54686225554144,-5.14441160076881
"52",-3.05914864742353,-4.17934869972617
"53",-1.93806627351678,-2.4747268052209
"54",-2.2476496572321,-4.24293452290949
"55",-3.92907776958757,-4.08417872597539
"56",-2.20368111910843,-5.66495002978068
"57",-2.01842006322582,-4.23680103705428
"58",-2.15625649241541,-4.10261098731038
"59",-0.145881961060732,-3.27807811603296
"60",-0.92672508787293,-4.10531149861581
"61",-1.55138683852927,4.50645031876228
"62",-3.22914742096587,5.80301109603892
"63",-3.03218927264579,5.65876570017992
"64",-4.21587313687133,6.43044634386131
"65",-1.978318151613,3.97296249481071
"66",-3.51392382590588,4.15779339537063
"67",-2.79977022207087,5.36330984623308
"68",-3.47658138397144,6.32008513455993
"69",-2.64031306166383,4.38155845799144
"70",-2.94134052171251,4.95776506578648
"71",-4.10264704585763,4.14787935937991
"72",-2.43802875286963,5.59011972215007
"73",-5.13063782171146,6.3132606029993
"74",-2.34769960171049,6.53932760503405
"75",-2.10846713602279,3.53866140444042
"76",-3.7730458859805,5.58103472751575
"77",-3.05825861225036,4.91662731559508
"78",-2.53550545163309,5.48646766478708
"79",-1.28956569630959,5.14919222197912
"80",-2.98661732881033,6.45849737365013
"81",-4.94640577927904,4.56186926025535
"82",-1.97305996231336,5.91519019718701
"83",-1.98522301673329,5.1024259889317
"84",-0.873961899214187,5.73969698215193
"85",-3.29922054932198,5.5121619201898
"86",-3.71961888477921,5.74181736011488
"87",-2.88299358905133,6.27279718522654
"88",-4.90142336032175,3.40187851146532
"89",-2.75032611634811,5.45134500061527
"90",-4.64899235919818,4.31113194884749
"91",3.51457656733692,4.58536584535614
"92",1.81787443719804,5.89534953655675
"93",1.53971372544765,2.1715185190551
"94",-0.316762628033757,4.08525450550951
"95",-0.761007267981768,2.48338974872604
"96",-1.33705677650869,5.17979180859402
"97",-1.85308770276606,5.48819845751859
"98",0.234687013551593,-1.9058842593804
"99",2.39464554190636,-3.46301720500924
"100",0.628113251179457,1.75048218923621
"101",-2.20757631585002,-3.83246355946176
"102",-3.94860410690308,4.213438217761
"103",-3.89476520568132,0.271332786651328
"104",3.20855386927724,2.16641759965569
"105",3.89121978357434,0.946671329671517
"106",2.86945887096226,-0.0960971359163523
"107",-1.82497351802886,0.203904888126999
"108",-0.561748197302222,-4.93091647489928
"109",3.68231129832566,-4.88830846105702
"110",3.94036085531116,-0.0645247083157301
"111",2.92688384465873,-0.957547128200531
"112",-3.01552707701921,-4.36512586055323
"113",-0.6214131526649,-4.2837470206432
"114",-3.45767710916698,-1.35730992350727
"115",3.94306937232614,0.382820336148143
"116",-1.98075865395367,-0.86687487969175
"117",2.10697810351849,-4.72483974555507
"118",-1.93355394713581,-3.66198211256415
"119",1.00839379802346,-4.09891745890491
"120",-3.46925754286349,0.612752359360456
