"","a1","a2"
"1",-1.41785227507353,3.5515482891351
"2",-1.71332831121981,-3.39203693158925
"3",-2.50667756982148,-2.15111711621284
"4",-3.20645862817764,2.36387033760548
"5",-3.85967531986535,0.179371368139982
"6",0.78111388720572,-3.33483374677598
"7",2.76290439628065,1.68318469263613
"8",-0.17400947958231,-3.68144845031202
"9",-3.16436466015875,1.55266506783664
"10",3.38902914337814,0.891486944630742
"11",0.657101921737194,3.12369140982628
"12",-2.83890797197819,-2.1366575229913
"13",-2.11092213541269,-2.9944801107049
"14",-3.73504834808409,-0.561813862994313
"15",-3.1351678557694,-1.6260756906122
"16",-1.55813244916499,-3.11858348175883
"17",-0.38011215813458,-3.59522248245776
"18",0.568600911647081,-3.8703084923327
"19",-3.38515457138419,-0.023933058604598
"20",1.62307511456311,3.37803343497217
"21",3.65994540601969,-1.52756494097412
"22",-3.56576531752944,1.67264069989324
"23",-3.79301686771214,0.897027077153325
"24",3.63276021368802,0.842306612059474
"25",2.51480413787067,2.10967212542892
"26",2.19496622122824,-2.97559640556574
"27",-2.34090595878661,3.10579309053719
"28",2.03426217846572,3.35364344529808
"29",0.983906619250774,3.78169141151011
"30",-2.70518094301224,-2.17427250742912
"31",-2.47940876707435,-2.99069086648524
"32",-3.61919297091663,-0.811800856143236
"33",3.83890245482326,-1.04324526526034
"34",2.77110425755382,-1.52877957560122
"35",3.21111607924104,1.67692468687892
"36",-0.414379639551044,3.8605641014874
"37",-3.154321776703,2.37126470543444
"38",3.10139556974173,1.45776151679456
"39",-1.11265215650201,-3.58464343473315
"40",1.76745452173054,-2.8715981207788
"41",-1.30677558854222,-3.13166637718678
"42",2.19292506948113,-3.17912826128304
"43",3.31563378125429,-1.41567474044859
"44",-3.62423033453524,0.842037755995989
"45",2.13118205592036,3.11764897964895
"46",-3.16166146285832,2.28606465086341
"47",-3.75766335055232,-0.81779558211565
"48",-3.65673249959946,-1.51151959598064
"49",1.15820457972586,3.05431321635842
"50",-3.73526423238218,-0.993691807612777
"51",-3.34619160555303,0.142055977135897
"52",1.74251870438457,2.87170991115272
"53",1.62111992016435,-3.03689914569259
"54",-2.94335331767797,2.35887609981
"55",3.24389931373298,1.01878643408418
"56",1.23725752532482,3.7289599981159
"57",-0.300976542755961,-3.3645238596946
"58",-3.75187513977289,-0.0318245310336351
"59",-3.86150263436139,0.818550698459148
"60",-3.10449381917715,0.999558912590146
"61",1.41983679868281,-3.42164021916687
"62",-0.18202762119472,-3.4839512296021
"63",-0.743447216227651,3.62876311689615
"64",2.40835526399314,-2.31272770278156
"65",-1.91910938918591,2.95942594669759
"66",-2.78110135160387,-2.08517916314304
"67",0.190877763554454,-3.84203379042447
"68",2.06897029839456,3.37588693574071
"69",1.32474543340504,-3.2828950509429
"70",-2.66890446469188,-2.15747974440455
"71",3.09982484951615,-1.39596069417894
"72",3.68533411808312,0.71390226110816
"73",-0.199340250343084,-3.64233252219856
"74",-0.795456107705832,3.36114087887108
"75",2.88440473750234,1.3035354912281
"76",-0.550745217129588,3.44804985448718
"77",1.82220778614283,3.47594428062439
"78",-3.76429743133485,0.0889355167746544
"79",-0.873300146311522,-3.46051293052733
"80",3.81489942409098,-0.328968709334731
"81",-3.13929450139403,1.66663434915245
"82",-3.98470133915544,0.00772727839648724
"83",-3.53628869354725,1.65784396603703
"84",-0.733223561197519,-3.55470553413033
"85",3.85992207378149,-0.259142680093646
"86",3.17880105040967,2.20132578164339
"87",2.50510098040104,-2.82799014821649
"88",1.62904441170394,-3.65268017724156
"89",-3.38695895299315,-1.58365450426936
"90",0.370870415121317,3.24536960572004
